"group_id","num_id","food_id","name","alc","ash","biot","ca","carta","cartb","cartbeq","choavl","choavldf_","choavlm","chocdf_","chole","cr","crypxb","cu","enerc","enerc_kcal","fat_","fatnlea","fe","fib_","fol","id","k","mg","mn","mo","na","nacl_eq","ne","nia","oa","p","pantac","polyl","prot_","protcaa","refuse","retol","ribf","se","thia","tocpha","tocphb","tocphd","tocphg","vita_rae","vitb12","vitb6a","vitc","vitd","vitk","water","zn","additional"
"01","01088","0131","こめ　［水稲めし］　精白米　うるち米","",0.1,0.5,3,0,0,0,34.6,36.1,38.1,37.1,0,0,0,0.1,663,156,0.3,0.2,0.1,1.5,3,0,29,7,0.35,30,1,0,0.8,0.2,"",34,0.25,"",2.5,2,0,0,0.01,1,0.02,"","",0,0,0,0,0.02,0,0,0,60,0.6,"精白米47 g相当量を含む
食物繊維：AOAC2011.25法"
